,Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,CPR
582,1315780701005,Vila Ferraz : Morada do Rio / Nossa Senhora das Graças / Frimisa,Santa Luzia (MG),0.672,0.566,0.67,0.799,10.42,0.455,0.632,0.46,17.59
584,1315780701007,Santa Luzia : Barreiro do Amaral / Angu Duro,Santa Luzia (MG),0.596,0.463,0.609,0.751,9.51,0.358,0.526,0.45,17.18
585,1315780701008,Santa Luzia : Bairro 42 / Bonanza,Santa Luzia (MG),0.596,0.463,0.609,0.751,9.51,0.358,0.526,0.45,17.18
586,1315780701009,Vila Bom Destino : Zona Rural de Santa Luzia / Zona Rural de Bom Destino,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
587,1315780701010,Bicas : D. I. 2 / Vila Santa Rita,Santa Luzia (MG),0.6,0.469,0.61,0.754,9.74,0.332,0.557,0.44,17.48
588,1315780701011,Vila Bom Destino : Bom Destino / Zona Rural de Santa Luzia Sul,Santa Luzia (MG),0.596,0.463,0.609,0.751,9.51,0.358,0.526,0.45,17.18
589,1315780701012,Santa Luzia : Parque Boa Esperança / Kennedy,Santa Luzia (MG),0.6,0.469,0.61,0.754,9.74,0.332,0.557,0.44,17.48
590,1315780701013,Vila Ferraz : Zona Rural de Santa Luzia / Angu Duro,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
591,1315780701014,Bicas : Monte Carlo / Nossa Senhora das Graças,Santa Luzia (MG),0.596,0.463,0.609,0.751,9.51,0.358,0.526,0.45,17.18
592,1315780701015,Santa Luzia : Industrial Americano / Bairro Imperial,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
593,1315780702016,Vila das Antenas : Conjunto Palmital,Santa Luzia (MG),0.558,0.426,0.573,0.712,9.38,0.346,0.472,0.4,19.91
594,1315780702017,Vila Baronesa / Av. Oceania : Vila das Acácias,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
595,1315780702018,Vila Serra Pelada / Rua Líbano : Vila BaronesaI,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
596,1315780702019,Vila S. Beatriz / Rua Manoel Macedo : Vila Londrina,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
597,1315780702020,Vila Morro Alto : São Cosme,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
598,1315780702021,Vila das Antenas : Conjunto Cristina,Santa Luzia (MG),0.672,0.578,0.661,0.794,10.39,0.492,0.626,0.42,16.83
599,1315780702022,São Benedito: Centro Expandido,Santa Luzia (MG),0.597,0.453,0.617,0.763,9.56,0.356,0.511,0.43,21.33
600,1315780702023,São Benedito : Cemitério / Igreja Batista,Santa Luzia (MG),0.615,0.479,0.632,0.769,9.75,0.351,0.559,0.42,17.01
601,1315780702024,Vila União : Belo Vale / Azteca / Baronesa,Santa Luzia (MG),0.672,0.566,0.67,0.799,10.42,0.455,0.632,0.46,17.59
602,1315780702025,Vila União : Vila Baronesa II,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
603,1315780702027,Vila Sesc : Conjunto Palmital / Castanheira / Zona Rural,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
604,1315780702028,Vila Baronesa / Av. Oceania : Entorno Chácara Santa Inês / Gameleira,Santa Luzia (MG),0.596,0.463,0.609,0.751,9.51,0.358,0.526,0.45,17.18
605,1315780702029,Vila das Antenas : Conjunto Palmital / Av. João Batista Lima / Av. Inácio de Loiola Oliveira,Santa Luzia (MG),0.48,0.286,0.557,0.696,8.53,0.189,0.351,0.45,18.02
606,1315780702030,Vila Nova Esperança : Caldeirão / Nova Conquista,Santa Luzia (MG),0.483,0.306,0.534,0.69,8.45,0.197,0.381,0.43,15.65
607,1316292000001,São Joaquim de Bicas,São Joaquim de Bicas (MG),0.532,0.337,0.595,0.75,8.2,0.253,0.389,0.53,23.8
608,1316295000001,São José da Lapa,São José da Lapa (MG),0.627,0.501,0.636,0.772,8.38,0.374,0.58,0.46,17.19
609,1316553000001,Sarzedo,Sarzedo (MG),0.588,0.426,0.612,0.779,8.84,0.331,0.483,0.44,18.58
610,1316830000001,Taquaraçu de Minas,Taquaraçu de Minas (MG),0.515,0.299,0.576,0.794,7.39,0.194,0.372,0.51,18.93
611,1317120401001,Morro Alto,Vespasiano (MG),0.577,0.439,0.593,0.738,9.33,0.302,0.53,0.42,21.28
612,1317120401002,Nova Pampulha : Nova York / Nova Pampulha / Bom Sucesso,Vespasiano (MG),0.519,0.364,0.554,0.693,8.48,0.245,0.443,0.41,18.11
613,1317120401003,Jardim Daliana : Bernardo de Souza / Vila Esportiva,Vespasiano (MG),0.577,0.439,0.593,0.738,9.33,0.302,0.53,0.42,21.28
614,1317120401004,Cipriano : Santa Clara / Vila Esportiva ( Núcleo ),Vespasiano (MG),0.577,0.439,0.593,0.738,9.33,0.302,0.53,0.42,21.28
615,1317120401005,Célvia : Marcelão / Vila do Bode,Vespasiano (MG),0.519,0.364,0.554,0.693,8.48,0.245,0.443,0.41,18.11
616,1317120401006,Santo Antônio : Centro / Soeicom / Distrito Industrial,Vespasiano (MG),0.76,0.695,0.754,0.837,10.46,0.601,0.748,0.52,26.53
617,1317120401007,Caieira : Conjunto Caieira,Vespasiano (MG),0.661,0.561,0.652,0.788,10.0,0.431,0.64,0.44,18.27
618,1317120401008,Célvia : Célvia / Fagundes,Vespasiano (MG),0.661,0.561,0.652,0.788,10.0,0.431,0.64,0.44,18.27
619,1317120401009,Vespasiano : Bela Vista / Alphaville / Angicos,Vespasiano (MG),0.661,0.561,0.652,0.788,10.0,0.431,0.64,0.44,18.27
620,1317120401010,Novo Horizonte : Bom Sucesso / Santa Clara / Cipriano,Vespasiano (MG),0.519,0.364,0.554,0.693,8.48,0.245,0.443,0.41,18.11
621,1317120401011,Nova Cachoeira : Jardim Encantado / Cipriano,Vespasiano (MG),0.661,0.561,0.652,0.788,10.0,0.431,0.64,0.44,18.27
622,1317120401012,Areias : Ribeirão das Areias / Bairro Aparecida / Carrancas,Vespasiano (MG),0.577,0.439,0.593,0.738,9.33,0.302,0.53,0.42,21.28
623,1310500000001,Baldim,Baldim (MG),0.671,0.59,0.65,0.787,8.63,0.409,0.709,0.46,30.87
624,1310620001001,Lindéia / Jatobá,Belo Horizonte (MG),0.736,0.674,0.708,0.835,9.34,0.619,0.704,0.37,18.26
625,1310620001002,Solar do Barreiro : Corumbiara,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
626,1310620001003,Bonsucesso : Novo das Indústrias / São João,Belo Horizonte (MG),0.637,0.553,0.626,0.748,9.47,0.428,0.628,0.34,16.58
627,1310620001004,Vila Olhos d'Água,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
628,1310620001005,Vila Pilar,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
629,1310620001006,Vila Nova dos Milionários,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
630,1310620001007,Vila Átila de Paiva,Belo Horizonte (MG),0.637,0.553,0.626,0.748,9.47,0.428,0.628,0.34,16.58
631,1310620001008,CDI Jatobá : Conjunto Jatobá Especial / Vila Batik,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
632,1310620001012,Petrópolis / Vila Petrópolis Especial,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
633,1310620001013,Itaipu : Vila Piratininga Especial,Belo Horizonte (MG),0.637,0.553,0.626,0.748,9.47,0.428,0.628,0.34,16.58
634,1310620001014,Vila Ecológica Águas Claras / Distrito Industrial do Jatobá / Vila Pinho,Belo Horizonte (MG),0.637,0.553,0.626,0.748,9.47,0.428,0.628,0.34,16.58
635,1310620001015,Vale do Jatobá : CDI Jatobá / Santa Cecilia Especial,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
636,1310620001016,Mangueiras / Vila Mangueiras Especial,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
637,1310620001017,Alta Tensão 1ª Seção Especial,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
638,1310620001019,Brasil Industrial : Teixeira Dias / Santa Helena / Pongelupe,Belo Horizonte (MG),0.779,0.734,0.741,0.868,10.35,0.692,0.756,0.42,15.44
639,1310620001020,Tirol : Átila de Paiva / Ademar Maldonado / João Paulo II,Belo Horizonte (MG),0.821,0.789,0.785,0.895,10.64,0.741,0.814,0.41,24.38
640,1310620001021,Santa Margarida Especial,Belo Horizonte (MG),0.752,0.695,0.725,0.845,9.82,0.617,0.738,0.39,19.84
641,1310620001022,Flávio Marques Lisboa : Serra do Curral / Solar do Barreiro,Belo Horizonte (MG),0.749,0.687,0.725,0.843,10.34,0.62,0.723,0.39,17.06
642,1310620001023,Conjunto Jatobá : Olaria / Castanheira,Belo Horizonte (MG),0.741,0.68,0.713,0.838,10.41,0.623,0.711,0.36,16.08
643,1310620001024,Serra do Curral : Miramar / Cardoso,Belo Horizonte (MG),0.741,0.68,0.713,0.838,10.41,0.623,0.711,0.36,16.08
644,1310620001025,Independência / Mineirão,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
645,1310620001026,Itaipu : Corumbiara / Solar do Barreiro Especial,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
646,1310620001027,Olaria / Castanheira,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
647,1310620001028,Novo das Indústrias I / Milionários,Belo Horizonte (MG),0.752,0.695,0.725,0.845,9.82,0.617,0.738,0.39,19.84
648,1310620001029,Diamante : Petrópolis / Vila Petrópolis Especial,Belo Horizonte (MG),0.752,0.695,0.725,0.845,9.82,0.617,0.738,0.39,19.84
649,1310620001030,Barreiro de Baixo / Teixeira Dias,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
650,1310620001031,Santa Helena : Milionários / Teixeira Dias,Belo Horizonte (MG),0.821,0.789,0.785,0.895,10.64,0.741,0.814,0.41,24.38
651,1310620002001,Cidade Jardim / Santa Lúcia / São Bento,Belo Horizonte (MG),0.944,0.892,1.0,0.943,11.53,0.946,0.866,0.53,25.59
652,1310620002002,Savassi : Boa Viagem / Funcionários,Belo Horizonte (MG),0.954,0.916,1.0,0.947,11.91,0.946,0.902,0.52,28.83
653,1310620002003,Barro Preto / Centro / Santa Efigênia,Belo Horizonte (MG),0.913,0.876,0.939,0.926,10.32,0.893,0.868,0.5,19.81
654,1310620002004,Santo Antônio / São Pedro,Belo Horizonte (MG),0.939,0.882,1.0,0.94,11.5,0.949,0.85,0.45,25.39
655,1310620002005,Novo São Lucas / Serra,Belo Horizonte (MG),0.939,0.891,0.993,0.935,11.41,0.912,0.88,0.51,26.75
656,1310620002006,Acaba Mundo,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
657,1310620002007,Conjunto Santa Maria : Monte São José,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
658,1310620002008,Monte São José : Vila Bandeirantes / Conjunto Santa Maria,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
659,1310620002009,Santa Rita de Cássia : Aglomerado Barragem Santa Lúcia,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
660,1310620002011,Santana do Cafezal : Aglomerado da Serra,Belo Horizonte (MG),0.665,0.575,0.649,0.788,9.53,0.429,0.665,0.39,14.03
661,1310620002014,Carmo / Sion,Belo Horizonte (MG),0.946,0.9,1.0,0.94,11.66,0.94,0.88,0.46,30.19
662,1310620002015,Cruzeiro / Comiteco,Belo Horizonte (MG),0.951,0.911,1.0,0.943,11.42,0.941,0.897,0.49,28.21
663,1310620002016,Santo Agostinho / Lourdes,Belo Horizonte (MG),0.955,0.92,1.0,0.948,11.5,0.948,0.907,0.48,25.44
664,1310620002017,Belvedere,Belo Horizonte (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,35.6
665,1310620002018,Mangabeiras / Parque das Mangabeiras,Belo Horizonte (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,35.6
666,1310620003047,Floresta / Santa Tereza,Belo Horizonte (MG),0.907,0.858,0.939,0.927,11.79,0.884,0.846,0.57,22.8
667,1310620003048,Sagrada Família / Horto Florestal / Santa Inês,Belo Horizonte (MG),0.882,0.835,0.893,0.92,10.37,0.811,0.847,0.53,20.68
668,1310620003049,Vila Nossa Senhora do Rosário,Belo Horizonte (MG),0.761,0.715,0.726,0.848,9.95,0.63,0.762,0.42,20.1
669,1310620003050,João Alfredo,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
670,1310620003051,Boa Vista,Belo Horizonte (MG),0.761,0.715,0.726,0.848,9.95,0.63,0.762,0.42,20.1
671,1310620003052,Cônego Pinheiro 1ª Seção Especial,Belo Horizonte (MG),0.761,0.715,0.726,0.848,9.95,0.63,0.762,0.42,20.1
672,1310620003053,Alto Vera Cruz,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
673,1310620003054,Casa Branca / São Geraldo,Belo Horizonte (MG),0.761,0.715,0.726,0.848,9.95,0.63,0.762,0.42,20.1
674,1310620003055,Pompéia / Saudade / Vera Cruz,Belo Horizonte (MG),0.761,0.715,0.726,0.848,9.95,0.63,0.762,0.42,20.1
675,1310620003056,Esplanada / Pirineus / Pompéia,Belo Horizonte (MG),0.838,0.777,0.833,0.91,10.46,0.765,0.783,0.48,26.25
676,1310620003057,Cidade Jardim Taquaril,Belo Horizonte (MG),0.838,0.777,0.833,0.91,10.46,0.765,0.783,0.48,26.25
677,1310620003058,Santa Efigênia / Paraíso,Belo Horizonte (MG),0.838,0.777,0.833,0.91,10.46,0.765,0.783,0.48,26.25
678,1310620003059,São Geraldo,Belo Horizonte (MG),0.838,0.777,0.833,0.91,10.46,0.765,0.783,0.48,26.25
679,1310620003060,Boa Vista / Nova Vista,Belo Horizonte (MG),0.801,0.744,0.774,0.892,10.3,0.696,0.77,0.45,21.31
680,1310620003061,Baleia / Saudade / Vera Cruz,Belo Horizonte (MG),0.801,0.744,0.774,0.892,10.3,0.696,0.77,0.45,21.31
681,1310620003062,Vila São Rafael : Esplanada / Pompéia,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
682,1310620003063,Pompéia : Vila Paraíso,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
683,1310620003064,Granja de Freitas : Caetano Furquim / Casa Branca,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
684,1310620003065,Mariano de Abreu / Vila Boa Vista,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
685,1310620003066,Vila União,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
686,1310620003067,Santa Tereza : Buraco Quente,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
687,1310620003068,São Vicente,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
688,1310620003072,Cidade Jardim Taquaril : Saudade / Taquaril,Belo Horizonte (MG),0.682,0.612,0.654,0.791,9.65,0.498,0.679,0.35,14.35
689,1310620003076,Santa Efigênia,Belo Horizonte (MG),0.907,0.858,0.939,0.927,11.79,0.884,0.846,0.57,22.8
690,1310620004076,Cidade Nova / Nova Floresta / União,Belo Horizonte (MG),0.915,0.867,0.951,0.929,12.41,0.915,0.844,0.45,20.23
691,1310620004077,Palmares : Nova Floresta / Ipiranga,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
692,1310620004078,Dom Joaquim / Fernão Dias,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
693,1310620004079,Concórdia / Lagoinha,Belo Horizonte (MG),0.851,0.809,0.837,0.91,11.12,0.776,0.826,0.47,22.92
694,1310620004080,Renascença : Cachoeirinha / Nova Floresta / Ipiranga,Belo Horizonte (MG),0.851,0.809,0.837,0.91,11.12,0.776,0.826,0.47,22.92
695,1310620004081,Pousada Santo Antonio : Goiânia / Jardim Vitória,Belo Horizonte (MG),0.729,0.662,0.705,0.831,8.79,0.603,0.694,0.43,17.1
696,1310620004082,Beija-flor,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
697,1310620004083,Vila São Sebastião / Maria Virgínia,Belo Horizonte (MG),0.685,0.589,0.671,0.814,9.05,0.508,0.635,0.37,21.54
698,1310620004084,Dom Silvério / Ouro Minas,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
699,1310620004085,Maria Virgínia / Santa Cruz,Belo Horizonte (MG),0.851,0.809,0.837,0.91,11.12,0.776,0.826,0.47,22.92
700,1310620004086,União,Belo Horizonte (MG),0.814,0.746,0.803,0.899,10.38,0.693,0.774,0.54,20.63
701,1310620004087,Dom Joaquim,Belo Horizonte (MG),0.814,0.746,0.803,0.899,10.38,0.693,0.774,0.54,20.63
702,1310620004088,Cachoeirinha / Santa Cruz,Belo Horizonte (MG),0.814,0.746,0.803,0.899,10.38,0.693,0.774,0.54,20.63
703,1310620004089,São Paulo,Belo Horizonte (MG),0.814,0.746,0.803,0.899,10.38,0.693,0.774,0.54,20.63
704,1310620004090,Tiradentes : São Cristóvão / Canadá,Belo Horizonte (MG),0.814,0.746,0.803,0.899,10.38,0.693,0.774,0.54,20.63
705,1310620004091,Santa Cruz,Belo Horizonte (MG),0.791,0.758,0.748,0.874,10.87,0.679,0.801,0.42,20.64
706,1310620004092,Dom Silvério / São Gabriel,Belo Horizonte (MG),0.791,0.758,0.748,0.874,10.87,0.679,0.801,0.42,20.64
707,1310620004093,Ribeiro de Abreu : Nazareth / Paulo VI Especial,Belo Horizonte (MG),0.791,0.758,0.748,0.874,10.87,0.679,0.801,0.42,20.64
708,1310620004094,São Marcos / Maria Goretti,Belo Horizonte (MG),0.762,0.693,0.737,0.865,10.3,0.615,0.735,0.45,18.87
709,1310620004095,Acaiaca / Nazareth / Paulo VI,Belo Horizonte (MG),0.713,0.629,0.696,0.829,9.47,0.54,0.679,0.42,20.63
710,1310620004096,Tiradentes,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
711,1310620004097,Vila Inestan,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
712,1310620004098,Fernão Dias,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
713,1310620004099,Andiroba : Vila Andiroba,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
714,1310620004100,Ouro Minas : Vila São Gabriel,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
715,1310620004101,São Gabriel Especial,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
716,1310620004102,Dom Silvério / Três Marias,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
717,1310620004103,Vila da Luz,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
718,1310620004105,Grotinha / Nazaré,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
719,1310620004106,Beira Linha / Capitão Eduardo / Conjunto Paulo VI,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
720,1310620004107,São Benedito,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
721,1310620004108,Vila São Gabriel / Vila São Dimas,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
722,1310620004110,União : Inventado : Vila de Sá,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
723,1310620004112,Cachoeirinha : Vila Cachoeirinha Humaitá,Belo Horizonte (MG),0.653,0.57,0.632,0.772,9.43,0.464,0.631,0.34,14.69
724,1310620005116,Minas Brasil / Coração Eucarístico,Belo Horizonte (MG),0.89,0.846,0.903,0.923,11.3,0.879,0.83,0.49,18.18
725,1310620005117,Álvaro Camargos,Belo Horizonte (MG),0.89,0.846,0.903,0.923,11.3,0.879,0.83,0.49,18.18
726,1310620005118,Alto Caiçaras : Monsenhor Messias / Alto Caiçaras,Belo Horizonte (MG),0.874,0.845,0.864,0.915,11.23,0.83,0.853,0.47,25.4
727,1310620005119,Bonfim,Belo Horizonte (MG),0.831,0.764,0.826,0.909,9.68,0.763,0.764,0.47,22.23
728,1310620005120,Marmiteiros,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
729,1310620005121,Vila Trinta e Um de Março,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
730,1310620005122,Delta / João Pinheiro,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
731,1310620005123,Vila Califórnia / Conjunto Novo Dom Bosco,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
732,1310620005124,Conjunto Jardim Filadélfia,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
733,1310620005125,Vila Coqueiral / Vila Califórnia,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
734,1310620005126,Vila Maloca / Vila Nova Cachoeirinha 1ª Seção,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
735,1310620005127,Sumaré : Vila Sumaré,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
736,1310620005128,Pedreira Prado Lopes / Vila Senhor dos Passos,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
737,1310620005129,Carlos Prates / Vila São Franscisco das Chagas,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
738,1310620005130,Califórnia : Conjunto Habitacional Via Expressa I,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
739,1310620005131,Pindorama,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
740,1310620005134,Pindorama : Coqueiros,Belo Horizonte (MG),0.747,0.671,0.73,0.85,10.23,0.573,0.726,0.42,23.57
741,1310620005135,Padre Eustáquio : Caiçara / Adelaide Especial,Belo Horizonte (MG),0.747,0.671,0.73,0.85,10.23,0.573,0.726,0.42,23.57
742,1310620005136,Aparecida 7ª Seção : Nova Cachoeirinha / Ermelinda,Belo Horizonte (MG),0.747,0.671,0.73,0.85,10.23,0.573,0.726,0.42,23.57
743,1310620005137,Oeste / João Pinheiro,Belo Horizonte (MG),0.783,0.721,0.757,0.881,10.43,0.673,0.746,0.42,18.01
744,1310620005138,Califórnia / Conjuntos Califórnia,Belo Horizonte (MG),0.783,0.721,0.757,0.881,10.43,0.673,0.746,0.42,18.01
745,1310620005139,Dom Bosco,Belo Horizonte (MG),0.783,0.721,0.757,0.881,10.43,0.673,0.746,0.42,18.01
746,1310620005140,Bom Jesus : Aparecida,Belo Horizonte (MG),0.783,0.721,0.757,0.881,10.43,0.673,0.746,0.42,18.01
747,1310620005141,Novo Glória : Ressaca / Glória / São Salvador,Belo Horizonte (MG),0.764,0.701,0.737,0.863,10.29,0.617,0.747,0.42,20.34
748,1310620005142,Alto dos Pinheiros / Dom Cabral / João Pinheiro,Belo Horizonte (MG),0.831,0.764,0.826,0.909,9.68,0.763,0.764,0.47,22.23
749,1310620005143,Conjunto Califórnia I,Belo Horizonte (MG),0.831,0.764,0.826,0.909,9.68,0.763,0.764,0.47,22.23
750,1310620005144,Jardim Montanhês / Padre Eustáquio / Caiçara / Adelaide,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
751,1310620005145,Aparecida / Nova Cachoeirinha / Ermelinda,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
752,1310620005146,Caiçaras : Caiçaras Remanescente,Belo Horizonte (MG),0.783,0.721,0.757,0.881,10.43,0.673,0.746,0.42,18.01
753,1310620005147,Carlos Prates,Belo Horizonte (MG),0.89,0.846,0.903,0.923,11.3,0.879,0.83,0.49,18.18
754,1310620005148,Padre Eustáquio,Belo Horizonte (MG),0.885,0.851,0.888,0.918,11.39,0.848,0.852,0.48,17.57
755,1310620005149,Alto dos Pinheiros,Belo Horizonte (MG),0.764,0.701,0.737,0.863,10.29,0.617,0.747,0.42,20.34
756,1310620006150,Vila Clóris,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
757,1310620006151,Guarani : Minaslândia / Floramar,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
758,1310620006152,Guarani,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
759,1310620006153,Novo Aarão Reis / Lajedo / Tupi,Belo Horizonte (MG),0.725,0.639,0.712,0.838,9.52,0.555,0.686,0.42,17.2
760,1310620006154,Granja Werneck / Jardim Felicidade,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
761,1310620006155,São Tomaz,Belo Horizonte (MG),0.725,0.639,0.712,0.838,9.52,0.555,0.686,0.42,17.2
762,1310620006156,São Tomaz / Aeroporto,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
763,1310620006157,Lajedo / Tupi B Especial,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
764,1310620006158,Mirante,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
765,1310620006159,Maria Tereza / Monte Azul,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
766,1310620006160,São Bernardo,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
767,1310620006161,Zilah Sposito Especial,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
768,1310620006162,Jaqueline / Vila Nova Especial,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
769,1310620006163,Juliana,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
770,1310620006164,Novo Aarão Reis / Novo Tupi,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
